sgRNA_ID,Target_Gene,Base_Mean_Counts,LFC_Treatment_vs_Control,p_value,FDR,Pathway_Annotation
CYP10_sg5,CYP10,740,0.4336,0.0014143439326941504,0.004673972018156478,Unassigned
KDM188_sg1,KDM188,1227,0.039,0.7638735486777231,0.8415175697830379,Unassigned
KDM188_sg2,KDM188,660,1.0001,3.714386049612623e-13,3.1353849602807733e-12,Unassigned
KDM188_sg3,KDM188,627,0.2056,0.13771654085728613,0.23603334945978896,Unassigned
KDM188_sg4,KDM188,306,0.5212,0.0008078442005608781,0.002827926022966901,Unassigned
KDM188_sg5,KDM188,30,-0.6393,0.05872817785648329,0.11818120040880725,Unassigned
PCDH473_sg1,PCDH473,1270,0.5128,7.46586248720903e-05,0.00032394543623990587,Unassigned
PCDH473_sg2,PCDH473,48,-0.225,0.41717761344901516,0.5522605420294086,Unassigned
PCDH473_sg3,PCDH473,836,0.4549,0.0006947019454481325,0.0024763614975575063,Unassigned
PCDH473_sg4,PCDH473,1026,0.6016,4.854931739477073e-06,2.5198607644344667e-05,Unassigned
ABCC148_sg1,ABCC148,60,-0.0019,0.9940604158754719,0.9963853149436738,Unassigned
ABCC148_sg2,ABCC148,133,-0.1071,0.5776075248254893,0.6963041768369637,Unassigned
ABCC148_sg3,ABCC148,7960,-0.2006,0.09886648635658732,0.1807431194818781,Unassigned
ABCC148_sg4,ABCC148,293,-0.2572,0.10134961413221108,0.18407122072686358,Unassigned
ABCC148_sg5,ABCC148,53,0.2423,0.3630932532537171,0.49843495916589703,Unassigned
OLFM150_sg1,OLFM150,1098,0.0623,0.6338325886754277,0.7424508489287236,Unassigned
OLFM150_sg2,OLFM150,104,-0.972,2.951400948177194e-06,1.574360391986412e-05,Unassigned
OLFM150_sg3,OLFM150,19,0.674,0.1044382727655595,0.1885405127698319,Unassigned
OLFM150_sg4,OLFM150,720,0.3652,0.007358172489486316,0.02037971043560859,Unassigned
OLFM150_sg5,OLFM150,84,0.404,0.07110730283329292,0.13801972453960232,Unassigned
ABCB752_sg1,ABCB752,535,0.0206,0.8843276533081302,0.9268266955218493,Unassigned
ABCB752_sg2,ABCB752,98,-0.213,0.31538693652507266,0.44765367599130296,Unassigned
ABCB752_sg3,ABCB752,954,-0.2366,0.07406087122055022,0.1428275994225062,Unassigned
ABCB752_sg4,ABCB752,435,-0.1242,0.3946644092406647,0.5304153873855363,Unassigned
ABCB752_sg5,ABCB752,10,1.1436,0.041390814660118604,0.08845451202475839,Unassigned
WDR890_sg1,WDR890,586,-0.1978,0.1567441609895396,0.2617055225782607,Unassigned
WDR890_sg2,WDR890,214,0.2923,0.08290951908312992,0.15657091605778028,Unassigned
WDR890_sg3,WDR890,2766,-0.1148,0.3561489855225486,0.49075218811022836,Unassigned
WDR890_sg4,WDR890,598,0.0537,0.6997272249939668,0.7930418114778619,Unassigned
WDR890_sg5,WDR890,1027,-0.3914,0.002938405897576055,0.009020894077699718,Unassigned
WDR890_sg6,WDR890,114,0.1256,0.5336378372370736,0.658420680671707,Unassigned
WDR500_sg1,WDR500,101,-0.3892,0.06386962569125351,0.1266082179686537,Unassigned
WDR500_sg2,WDR500,318,0.2483,0.10778205960351335,0.1934645175718764,Unassigned
WDR500_sg3,WDR500,192,-0.3576,0.03906167660289371,0.08429606356482312,Unassigned
WDR500_sg4,WDR500,2458,-0.7522,1.7580246922040537e-09,1.261740209715828e-08,Unassigned
WDR500_sg5,WDR500,262,-0.6913,1.7126456409956173e-05,8.20756696962756e-05,Unassigned
GPR755_sg1,GPR755,53,-0.2141,0.4216556478917126,0.5564207546736772,Unassigned
GPR755_sg2,GPR755,95,0.0275,0.8978283768430756,0.9356132672144876,Unassigned
GPR755_sg3,GPR755,1405,0.182,0.15699226284964712,0.261973961813851,Unassigned
GPR755_sg4,GPR755,257,-0.1465,0.36434709083928385,0.49965316900614903,Unassigned
RAB891_sg1,RAB891,237,0.2306,0.1610329157677861,0.2675261641950151,Unassigned
RAB891_sg2,RAB891,1620,-0.4672,0.0002473334569958476,0.0009729876357035704,Unassigned
RAB891_sg3,RAB891,84,0.2242,0.31656565273669546,0.44919920452657575,Unassigned
RAB891_sg4,RAB891,12,-0.1981,0.7000383645310653,0.7932640885769663,Unassigned
RAB891_sg5,RAB891,92,-0.5889,0.006601726790440067,0.018533764150589747,Unassigned
RAB891_sg6,RAB891,475,-0.3015,0.036215861107953294,0.07929173821979665,Unassigned
KDM128_sg1,KDM128,227,-0.3367,0.04274827598978759,0.09085918035664094,Unassigned
KDM128_sg2,KDM128,32,0.2238,0.49615054040477935,0.6259784764127925,Unassigned
KDM128_sg3,KDM128,1516,-0.0645,0.614198985800912,0.7264715513564132,Unassigned
KDM128_sg4,KDM128,422,-0.1229,0.4019471939243642,0.5374583623520648,Unassigned
COL403_sg1,COL403,592,0.2738,0.04970605112593448,0.10286848329042732,Unassigned
COL403_sg2,COL403,620,0.3161,0.022671078047498752,0.05353686566632262,Unassigned
COL403_sg3,COL403,47,-0.5911,0.03457268730478512,0.0763193980238082,Unassigned
COL403_sg4,COL403,520,0.4461,0.001682034328383448,0.00545837782871221,Unassigned
COL403_sg5,COL403,1288,-0.1939,0.1338139440145939,0.23055469334009976,Unassigned
COL403_sg6,COL403,1827,-0.1595,0.2080464735256191,0.3256153070622169,Unassigned
ARHGAP353_sg1,ARHGAP353,974,-0.8926,1.464406591099839e-11,1.1609988830072719e-10,Unassigned
ARHGAP353_sg2,ARHGAP353,713,0.1693,0.21446441723693443,0.33360637338525523,Unassigned
ARHGAP353_sg3,ARHGAP353,24,-0.8353,0.025268593820895375,0.058690893990070145,Unassigned
ARHGAP353_sg4,ARHGAP353,323,-0.32,0.037615045715856846,0.08184300634433604,Unassigned
ARHGAP353_sg5,ARHGAP353,79,-0.5988,0.00888146106443583,0.024055961712989793,Unassigned
ARHGAP353_sg6,ARHGAP353,2260,-0.06,0.6320680405935085,0.7411545840876503,Unassigned
CYP72_sg1,CYP72,1800,-0.3723,0.0033093406185234634,0.010034386350889822,Unassigned
CYP72_sg2,CYP72,79,-0.1711,0.45459463212549256,0.588350152128581,Unassigned
CYP72_sg3,CYP72,308,-0.2564,0.09891206550874627,0.18080440928968977,Unassigned
CYP72_sg4,CYP72,480,0.2018,0.1602547866670586,0.26641048431850595,Unassigned
CYP72_sg5,CYP72,1276,-0.0736,0.5697262660320122,0.6906889186519181,Unassigned
RAB680_sg1,RAB680,27,-0.3118,0.37875989348125993,0.5139676499202912,Unassigned
RAB680_sg2,RAB680,12,-1.1398,0.026649058835790627,0.06137507792674028,Unassigned
RAB680_sg3,RAB680,350,0.4646,0.0021721511357763387,0.006866652694761871,Unassigned
RAB680_sg4,RAB680,10,0.284,0.6124570707050645,0.7252590242816742,Unassigned
RAB680_sg5,RAB680,419,0.0444,0.762573575140735,0.840579337677177,Unassigned
RAB680_sg6,RAB680,803,0.3337,0.013215158821227153,0.03393723374737328,Unassigned
SLC390_sg1,SLC390,2109,-0.2698,0.03197127893863684,0.07153478282809556,Unassigned
SLC390_sg2,SLC390,130,-0.1751,0.36572458267823704,0.5006305794607078,Unassigned
SLC390_sg3,SLC390,421,-0.0268,0.8550370306916018,0.9058875166248076,Unassigned
SLC390_sg4,SLC390,878,0.1379,0.3017107139861065,0.43265756479740225,Unassigned
SLC390_sg5,SLC390,57,-0.1486,0.5658796659231031,0.6875816110851799,Unassigned
ABCC422_sg1,ABCC422,1304,-0.168,0.1936360972515182,0.3080434254717121,Unassigned
ABCC422_sg2,ABCC422,498,-0.7837,4.164931485752956e-08,2.66073135801935e-07,Unassigned
ABCC422_sg3,ABCC422,133,-0.3318,0.08438275584766292,0.1589927569042763,Unassigned
ABCC422_sg4,ABCC422,408,0.4414,0.002763029641576218,0.008547214812052643,Unassigned
ABCC422_sg5,ABCC422,268,0.3726,0.01984806299453838,0.048006163439579155,Unassigned
ANKRD136_sg1,ANKRD136,1064,0.0215,0.8696665009507458,0.9167894802348153,Unassigned
ANKRD136_sg2,ANKRD136,192,0.1488,0.39052927785544567,0.5261306958713566,Unassigned
ANKRD136_sg3,ANKRD136,464,-0.2176,0.13188072411314253,0.22769462036108862,Unassigned
ANKRD136_sg4,ANKRD136,130,0.0915,0.6363978841797566,0.7443250107365574,Unassigned
ANKRD136_sg5,ANKRD136,81,-0.3394,0.1345650272069215,0.23150308614563858,Unassigned
KRT163_sg1,KRT163,427,-0.1854,0.20523650057479403,0.3219564430685955,Unassigned
KRT163_sg2,KRT163,86,-0.1204,0.5874966693272992,0.7042635690809148,Unassigned
KRT163_sg3,KRT163,1098,-0.0522,0.6899561859337563,0.7861852620029128,Unassigned
KRT163_sg4,KRT163,803,0.7188,9.42894180597635e-08,5.827528928291934e-07,Unassigned
OR816_sg1,OR816,105,0.6445,0.0018761787969676926,0.006026270225806293,Unassigned
OR816_sg2,OR816,455,-0.6596,5.300379426138909e-06,2.735915051344929e-05,Unassigned
OR816_sg3,OR816,104,0.503,0.015582473860640498,0.03907340486619984,Unassigned
OR816_sg4,OR816,30,-0.3664,0.27871234034680425,0.40787171758068913,Unassigned
OR816_sg5,OR816,135,0.0885,0.6436644350313292,0.7497256193096705,Unassigned
WDR41_sg1,WDR41,306,-0.0604,0.698028809658757,0.7914126976368909,Unassigned
WDR41_sg2,WDR41,722,-0.0457,0.7370786183480569,0.8215931689990974,Unassigned
WDR41_sg3,WDR41,413,0.0839,0.5686130677797363,0.6897295824596511,Unassigned
WDR41_sg4,WDR41,1289,0.0454,0.7252864788267314,0.813101433662255,Unassigned
WDR41_sg5,WDR41,76,-0.1054,0.6498676252240475,0.7544902769629035,Unassigned
WDR41_sg6,WDR41,188,0.8281,2.0058084718220775e-06,1.092885109964808e-05,Unassigned
CCDC263_sg1,CCDC263,3892,0.2491,0.043166434550461236,0.09155776559062762,Unassigned
CCDC263_sg2,CCDC263,18,0.3299,0.43813513939306936,0.5731605986263058,Unassigned
CCDC263_sg3,CCDC263,168,0.8246,4.411932575780984e-06,2.302678797380472e-05,Unassigned
CCDC263_sg4,CCDC263,66,-0.6809,0.005384039010118288,0.015489180121168839,Unassigned
CCDC263_sg5,CCDC263,246,0.3664,0.0246715944263256,0.057509544117309096,Unassigned
CCDC441_sg1,CCDC441,172,-0.104,0.5598317041834756,0.6817792938826122,Unassigned
CCDC441_sg2,CCDC441,815,0.2456,0.06775228418910664,0.13280057811044718,Unassigned
CCDC441_sg3,CCDC441,485,0.2212,0.12313594302257345,0.21544840141591062,Unassigned
CCDC441_sg4,CCDC441,47,-0.2746,0.32621493062677,0.4594145112573045,Unassigned
TRIM528_sg1,TRIM528,137,-0.9381,8.492041017953682e-07,4.817723724255114e-06,Unassigned
TRIM528_sg2,TRIM528,330,0.1424,0.35287250003147697,0.4874378396235523,Unassigned
TRIM528_sg3,TRIM528,1001,-0.4638,0.0004374915723832047,0.0016368107494953903,Unassigned
TRIM528_sg4,TRIM528,12701,0.3982,0.0009971380616335135,0.0034187590684577602,Unassigned
TRIM528_sg5,TRIM528,948,0.2302,0.08245125092296043,0.15594108735902237,Unassigned
TRIM528_sg6,TRIM528,72,-0.4524,0.05607631888262194,0.11383743175522115,Unassigned
PCDH444_sg1,PCDH444,287,0.0712,0.6517249704303902,0.7556523580780594,Unassigned
PCDH444_sg2,PCDH444,433,0.5969,4.363090671697635e-05,0.000197544099231707,Unassigned
PCDH444_sg3,PCDH444,152,0.7387,6.378144201029423e-05,0.00028064582873406086,Unassigned
PCDH444_sg4,PCDH444,669,-0.2626,0.055996402605591356,0.11369058460799544,Unassigned
ZNF76_sg1,ZNF76,11,1.5093,0.004852860375994307,0.014104418841293279,Unassigned
ZNF76_sg2,ZNF76,757,0.3492,0.00997302385552821,0.026542824313861454,Unassigned
ZNF76_sg3,ZNF76,162,0.713,8.498017781393751e-05,0.00036378500776514344,Unassigned
ZNF76_sg4,ZNF76,280,-0.0681,0.6673487416606483,0.76806806759071,Unassigned
OR220_sg1,OR220,2977,0.0164,0.8951358195735019,0.9339897950474769,Unassigned
OR220_sg2,OR220,50,-0.3739,0.1704534287759516,0.2790963248159889,Unassigned
OR220_sg3,OR220,497,-0.0478,0.7378487340008684,0.8222682771183526,Unassigned
OR220_sg4,OR220,1087,0.9642,1.828350512672774e-13,1.5626927458741657e-12,Unassigned
OR220_sg5,OR220,426,0.2768,0.05868684415886034,0.11812971851622453,Unassigned
OR220_sg6,OR220,29,-0.5009,0.14456926935467293,0.2453931243996938,Unassigned
ARHGAP759_sg1,ARHGAP759,2504,0.6854,4.058508074153268e-08,2.5949540116069486e-07,Unassigned
ARHGAP759_sg2,ARHGAP759,241,0.2628,0.10875245318146903,0.194850310286913,Unassigned
ARHGAP759_sg3,ARHGAP759,150,-0.2018,0.2766122477474925,0.4052728771451834,Unassigned
ARHGAP759_sg4,ARHGAP759,207,0.8478,6.119914059026677e-07,3.5293622024375306e-06,Unassigned
ARHGAP759_sg5,ARHGAP759,186,-0.2073,0.2353606210544429,0.35856279868135726,Unassigned
ARHGAP759_sg6,ARHGAP759,55,-0.3391,0.19653752128244406,0.31137633064133924,Unassigned
ARHGAP574_sg1,ARHGAP574,423,-0.1522,0.299171391405441,0.43010496612619176,Unassigned
ARHGAP574_sg2,ARHGAP574,135,-0.1801,0.34652461255133493,0.48083896283719,Unassigned
ARHGAP574_sg3,ARHGAP574,904,-0.7007,1.4105873532863077e-07,8.576737048761499e-07,Unassigned
ARHGAP574_sg4,ARHGAP574,718,-0.3913,0.004090933362559769,0.012118891841920146,Unassigned
MMP584_sg1,MMP584,3784,-0.1406,0.25405548514274456,0.37975408840470043,Unassigned
MMP584_sg2,MMP584,240,0.1453,0.3757920078299709,0.5108183160353026,Unassigned
MMP584_sg3,MMP584,99,-0.228,0.28079848943487973,0.4103216225048163,Unassigned
ABCB603_sg1,ABCB603,36,-0.0198,0.9496064061542113,0.9706482803403056,Unassigned
ABCB603_sg2,ABCB603,8866,-0.1702,0.16087906085006942,0.2673229393091566,Unassigned
ABCB603_sg3,ABCB603,892,0.4453,0.0008335924184728608,0.0029059914969989326,Unassigned
ABCB603_sg4,ABCB603,117,0.4684,0.019240912453935527,0.04677693465300371,Unassigned
DNAJ686_sg1,DNAJ686,4187,-0.2473,0.04431723101275363,0.09354889743756044,Unassigned
DNAJ686_sg2,DNAJ686,2526,-0.7376,3.4639095081796443e-09,2.4336600760044337e-08,Unassigned
DNAJ686_sg3,DNAJ686,44,-0.9105,0.0015332591278804373,0.005029277699148602,Unassigned
DNAJ686_sg4,DNAJ686,107,0.53,0.010094203139362868,0.026827258520631295,Unassigned
DNAJ686_sg5,DNAJ686,271,0.138,0.38709650291203057,0.5224813355020408,Unassigned
DNAJ686_sg6,DNAJ686,66,0.4763,0.05157735731692459,0.10622825206012204,Unassigned
USP53_sg1,USP53,286,-0.0871,0.5808979378714054,0.6988809207760545,Unassigned
USP53_sg2,USP53,961,0.3973,0.0026879219168493757,0.008332058018751939,Unassigned
USP53_sg3,USP53,42,0.5049,0.08478859498119833,0.15960568286050425,Unassigned
USP53_sg4,USP53,513,-0.04,0.7783660543471389,0.8517775456175267,Unassigned
USP53_sg5,USP53,1906,-0.018,0.8864524728230181,0.9278338631180847,Unassigned
PCDH330_sg1,PCDH330,602,-0.6627,1.9376114046729e-06,1.0588040462693442e-05,Unassigned
PCDH330_sg2,PCDH330,295,-0.0413,0.7921786502562609,0.8619754831348916,Unassigned
PCDH330_sg3,PCDH330,121,0.0837,0.6725927618426568,0.7724440263103783,Unassigned
PCDH330_sg4,PCDH330,1149,-0.0096,0.9412447994777945,0.9653278258575473,Unassigned
PCDH330_sg5,PCDH330,57,-0.4958,0.05551451760696667,0.11289557539377712,Unassigned
PCDH486_sg1,PCDH486,475,0.0728,0.612993137725111,0.7256222560886202,Unassigned
PCDH486_sg2,PCDH486,343,0.4791,0.001638732603301429,0.005337891215965567,Unassigned
PCDH486_sg3,PCDH486,1787,-0.2958,0.01966923576259235,0.047671439075599495,Unassigned
PCDH486_sg4,PCDH486,138,-0.2517,0.18543731089988957,0.2978115271411503,Unassigned
PCDH486_sg5,PCDH486,157,-0.3398,0.06343946707542523,0.12593472161534894,Unassigned
ANKRD305_sg1,ANKRD305,51,-0.0847,0.7543499473748267,0.8345194491203187,Unassigned
ANKRD305_sg2,ANKRD305,636,0.2792,0.043465440343331024,0.09207479242338164,Unassigned
ANKRD305_sg3,ANKRD305,175,-0.4623,0.009242961525100193,0.02489542353731815,Unassigned
ANKRD305_sg4,ANKRD305,91,-0.1177,0.5885045147700162,0.7051336146297822,Unassigned
ANKRD305_sg5,ANKRD305,105,0.6426,0.0019349168917065418,0.006191073672269225,Unassigned
ANKRD305_sg6,ANKRD305,739,0.3821,0.004915542299941611,0.014264487231403397,Unassigned
WDR760_sg1,WDR760,63,0.1518,0.5422896245876256,0.6663671965932977,Unassigned
WDR760_sg2,WDR760,72,0.0225,0.9244314847846863,0.9533497608642347,Unassigned
WDR760_sg3,WDR760,1267,-0.224,0.08367181847942214,0.15781180399740125,Unassigned
WDR760_sg4,WDR760,257,0.014,0.931085934909267,0.9581044812814027,Unassigned
WDR760_sg5,WDR760,1385,-0.0835,0.5167436662208711,0.6439975900060706,Unassigned
WDR760_sg6,WDR760,193,-0.4214,0.014878330728065412,0.03759052735741641,Unassigned
CYP434_sg1,CYP434,330,0.6147,6.0491327943823905e-05,0.00026742408463228956,Unassigned
CYP434_sg2,CYP434,418,0.168,0.25271129926489977,0.3781970955775214,Unassigned
CYP434_sg3,CYP434,2646,0.4736,0.00014466573178766832,0.000595659065828994,Unassigned
CYP434_sg4,CYP434,2342,-0.0396,0.752055848798502,0.8332721031154919,Unassigned
MMP691_sg1,MMP691,1863,0.5017,7.332781702593981e-05,0.0003190015241847729,Unassigned
MMP691_sg2,MMP691,129,-0.2206,0.2555324484311531,0.38136308408109254,Unassigned
MMP691_sg3,MMP691,75,0.6092,0.009000062330623598,0.024328876366796533,Unassigned
MMP691_sg4,MMP691,1034,-0.1625,0.21667599509003332,0.336140234393474,Unassigned
MMP691_sg5,MMP691,2605,0.1465,0.2400715316567461,0.3636937198225537,Unassigned
OLFM766_sg1,OLFM766,1890,0.3427,0.006719403963842315,0.01882185984269556,Unassigned
OLFM766_sg2,OLFM766,337,0.9078,2.7322797611589613e-09,1.9377870646517456e-08,Unassigned
OLFM766_sg3,OLFM766,984,-0.2385,0.07103074714620933,0.13795949853594974,Unassigned
OLFM766_sg4,OLFM766,1010,-0.1435,0.27609892592153784,0.4046494040224362,Unassigned
OLFM766_sg5,OLFM766,413,0.2689,0.06775485495195015,0.13280057811044718,Unassigned
ABCA454_sg1,ABCA454,441,-0.4777,0.0010351271318324216,0.003539299516181063,Unassigned
ABCA454_sg2,ABCA454,383,-0.6092,4.3959726508946593e-05,0.0001988528038703857,Unassigned
ABCA454_sg3,ABCA454,101,-0.2252,0.28355298730614,0.41338272034134516,Unassigned
ABCA454_sg4,ABCA454,118,0.2858,0.15208755275356653,0.25560933235893535,Unassigned
ABCB818_sg1,ABCB818,115,1.0815,7.659855704346234e-08,4.781433023936475e-07,mRNA surveillance pathway
ABCB818_sg2,ABCB818,30,-0.2564,0.4483670055522183,0.5827489024593427,Unassigned
ABCB818_sg3,ABCB818,409,-0.4496,0.002292658083888124,0.007208105482775488,Unassigned
ABCB818_sg4,ABCB818,311,0.6138,7.558686502352964e-05,0.0003273103277577785,Unassigned
ABCB818_sg5,ABCB818,1036,-0.0673,0.6085966800887626,0.7216561423977421,Unassigned
KRT528_sg1,KRT528,2189,-0.1928,0.12472516267465165,0.2175944917561962,Unassigned
KRT528_sg2,KRT528,2408,0.8177,6.270622379004113e-11,4.82355567615701e-10,Unassigned
KRT528_sg3,KRT528,2773,0.2805,0.02419375723570975,0.05654508546831509,Unassigned
KRT528_sg4,KRT528,106,0.0434,0.8335682769169384,0.8896130541140946,Unassigned
KRT528_sg5,KRT528,39,-1.0656,0.0004217975994394448,0.0015829281940434505,Proteasome
KRT528_sg6,KRT528,1334,-0.4232,0.0010388698339513897,0.0035505568905925605,Unassigned
FAM765_sg1,FAM765,2626,-0.3814,0.0022162826576172224,0.006996788713880883,Unassigned
FAM765_sg2,FAM765,3408,-0.7622,7.015888159412381e-10,5.148645909549204e-09,Unassigned
FAM765_sg3,FAM765,684,-1.0404,3.186259691052175e-14,2.794964641273838e-13,Unassigned
FAM765_sg4,FAM765,17,-0.7537,0.08449432602820134,0.15915112403767442,Unassigned
FAM765_sg5,FAM765,572,-0.4943,0.0004207982747224728,0.001579696229216751,Unassigned
FAM765_sg6,FAM765,760,-0.24,0.07639262457004888,0.14662691856055446,Unassigned
ABCA307_sg1,ABCA307,2161,-0.0359,0.7753188841837512,0.8500787392232279,Unassigned
ABCA307_sg2,ABCA307,2820,-0.3004,0.015714219966786035,0.03933479385074089,Unassigned
ABCA307_sg3,ABCA307,1293,-0.17,0.18868008688157623,0.3018559410434773,Unassigned
ABCA307_sg4,ABCA307,137,0.5054,0.007986192787166954,0.02182019887204086,Unassigned
ABCA307_sg5,ABCA307,71,0.744,0.0017731502711878847,0.005714923521232976,Unassigned
ABCA307_sg6,ABCA307,736,-0.1049,0.44028425520192804,0.5751794417456525,Unassigned
ADAM449_sg1,ADAM449,101,-0.2829,0.17800570674588911,0.28862669994469103,Unassigned
ADAM449_sg2,ADAM449,3019,0.4025,0.0011790689591020982,0.003977070921189898,Unassigned
ADAM449_sg3,ADAM449,26,1.2043,0.000829291528322578,0.00289355034306552,Unassigned
ADAM449_sg4,ADAM449,773,-0.447,0.0009453820851390009,0.0032532074505815588,Unassigned
ARHGAP478_sg1,ARHGAP478,533,-0.0242,0.8641745472593242,0.912989027249603,Unassigned
ARHGAP478_sg2,ARHGAP478,242,0.4255,0.0093403113351434,0.02509487193751585,Unassigned
ARHGAP478_sg3,ARHGAP478,82,0.4204,0.0626415493026128,0.12466920525776917,Unassigned
ARHGAP478_sg4,ARHGAP478,15,-0.1441,0.7556920890431924,0.8355728538734989,Unassigned
COL95_sg1,COL95,149,-0.0017,0.9925443650621746,0.9954643939510979,Unassigned
COL95_sg2,COL95,153,0.4789,0.00940744374506409,0.02526618731888296,Unassigned
COL95_sg3,COL95,1750,-0.1931,0.12825943265300316,0.2226468568215539,Unassigned
COL95_sg4,COL95,102,-0.056,0.7891273401318144,0.8594285995772319,Unassigned
ZNF359_sg1,ZNF359,651,-0.057,0.6790645637819981,0.7778365123510304,Unassigned
ZNF359_sg2,ZNF359,48,-0.7737,0.005269200700063597,0.015217175683664605,Unassigned
ZNF359_sg3,ZNF359,679,-0.359,0.00886746754338056,0.02403541979593574,Unassigned
ZNF359_sg4,ZNF359,12,-0.0325,0.9496588997955651,0.9706482803403056,Unassigned
ZNF359_sg5,ZNF359,7654,-0.2238,0.06573494019669104,0.12962062612729927,Unassigned
TRIM825_sg1,TRIM825,267,0.3204,0.04538168547875036,0.0954064866406805,Unassigned
TRIM825_sg2,TRIM825,10,-1.1213,0.04553177132386374,0.09566838070569493,Unassigned
TRIM825_sg3,TRIM825,113,-0.0366,0.856470950574039,0.9070350355513811,Unassigned
USP568_sg1,USP568,89,0.3289,0.13378309651087336,0.2305545091524702,Unassigned
USP568_sg2,USP568,124,-0.2015,0.3051520481175857,0.43658845532994456,Unassigned
USP568_sg3,USP568,191,0.7597,1.1961317621646789e-05,5.869145054782526e-05,Unassigned
USP568_sg4,USP568,122,0.228,0.24828228611492043,0.3729082098451794,Unassigned
ABCA160_sg1,ABCA160,97,0.0075,0.9718251074944265,0.9830316685155033,Unassigned
ABCA160_sg2,ABCA160,58,-0.0769,0.764990723937009,0.8421028306922314,Unassigned
ABCA160_sg3,ABCA160,1133,0.2975,0.0226870002743873,0.05356603244385479,Unassigned
ABCA160_sg4,ABCA160,2002,0.1825,0.14770026351442805,0.2496623791656999,Unassigned
ZNF305_sg1,ZNF305,225,0.7287,1.2112472787994784e-05,5.93942765020993e-05,Unassigned
ZNF305_sg2,ZNF305,322,-0.3053,0.04740209519767182,0.0988779624482099,Unassigned
ZNF305_sg3,ZNF305,61,0.0305,0.9038030551582283,0.9395693275607059,Unassigned
ZNF305_sg4,ZNF305,367,0.0701,0.6407547596187076,0.7472068253347286,Unassigned
ZNF305_sg5,ZNF305,466,-0.0003,0.9985621880089136,0.9989617727180009,Unassigned
KRT173_sg1,KRT173,238,-0.4627,0.004871966450496218,0.014148982915284273,Unassigned
